ID,Comments,EN,DE,FR,ES,PTBR,ZHS,JA
3,,weave around them and you should be fine.,gehe denen einfach aus den weg und alles sollte glatt laufen.,slalome autour et ça devrait aller.,sortéalos con agilidad y no deberías tener problemas.,contorne-os rapidamente e você não deverá ter problemas.,"лавируй между ними, и#всё будет хорошо.",彼らを避けるように動き回れば大丈夫だ。
,,,,,,,,
4,,...,...,...,...,...,...,…
4,,"what did you expect would happen, turning /c2that thing/c0 on?",ich weiss nicht was du von /c2diesem ding/c0 erwartet hast?,tu croyais qu'il se passerait quoi en allumant /c2ce truc/c0 ?,¿qué esperabas que fuese a ocurrir al activar /c2esa cosa/c0?,o que você esperava que acontecesse quando ativou /c2aquela coisa/c0?,"а чего ты ожидал,#когда включил /c2эту#штуку/c0?",/c2あれ/c0を起動したら、どうなると思ったんだ？
,,,,,,,,
5,,"/c1sentinels/c0 are slow, lightly armed and /s1relentless./s0","/c1'sentinele'/c0 sind langsam, leicht bewaffnet und /s1komplett unaufhaltsam./s0","les /c1sentinelles/c0 sont lentes, peu armées et /s1implacables./s0",los /c1centinelas/c0 son lentos pero /s1implacables/s0 y van ligeramente armados.,"/c1sentinelas/c0 são lentos, levemente armados e /s1incansáveis./s0","/c1стражи/c0 медлительны,#слабо вооружены и#/s1неумолимы./s0",/c1センティネル/c0は遅くて火力は低いが、/s1冷酷だ。/s0
5,,just keep your distance.,halte deine distanz.,garde tes distances.,tan solo debes guardas las distancias.,apenas mantenha distância.,просто держись от них#подальше.,なるべく近づかないことだ。
,,,,,,,,
6,,"ran into a /c1big ghost/c0, did you?",bist in einen /c1riesengeist/c0 reingelaufen?,"tu as rencontré un /c1gros fantôme/c0, c'est ça ?","te has topado con un /c1fantasma grande/c0, ¿verdad?","encontrou um /c1fantasma grande/c0, não foi?","нарвался на /c1большого#призрака/c0, да?",/c1巨大ゴースト/c0に出くわしたようだね？
6,,"despite their size, they're relatively harmless on their own.","die mögen zwar groß sein, sind aber eher harmlos.","malgré leur taille, ils sont assez inoffensifs tout seuls.","a pesar de su tamaño, por sí solos, son relativamente inofensivos.","apesar do tamanho, eles são relativamente inofensivos.","несмотря на габариты,#в одиночку они#довольно безобидны.",大きくても、単独だったら比較的無害だ。
6,,"i mean,/p4 as far as demented apparitions go.","ich meine,/p4 insofern blutrünstige geister harmlos sein können.","enfin,/p4 pour des apparitions folles.","bueno,/p4 al menos en lo que se refiere a las apariciones dementes.","bem,/p4 pelo menos comparados às aparições insanas.","ну,/p4 насколько это#применимо к безумным#духам.",まぁ、/p4クレイジーゴーストなら話は別だが。
,,,,,,,,
7,,remember.,vergiss nicht.,n'oublie pas.,recuerda:,lembre-se.,запомни.,いいか、覚えておけ…
7,,"a /c1turret/c0 that can't see you, can't fire at you.","eine /c1turret/c0 die dich nicht sehen kann, kann auf dich auch nicht feuern.",une /c1tourelle/c0 qui ne te voie pas ne peut pas te tirer dessus.,"las /c1torretas/c0 que no pueden verte, tampoco pueden dispararte.","se uma /c1torre/c0 não puder ver você, ela também não poderá atirar em você.","/c1турель/c0, которая тебя#не видит, не может#стрелять.",/c1タレット/c0は視界に入らない限り、撃ってこない。
7,,moving around won't hurt either.,ein bewegliches ziel zu sein schadet auch nicht.,bouger ne fait pas de mal non plus.,y moverte un poco tampoco te vendrá mal.,um pouco de movimento também não fará mal.,и двигаться тоже#лишним не будет.,動き回って避けても、どうということはない。
,,,,,,,,
8,,"ugh, /c1spikes/c0.","ugh, /c1stacheln/c0.","argh, des /c1pointes/c0.","agh, /c1pinchos/c0.","argh, /c1espinhos/c0.","фу, /c1шипы/c0.",あぁ、/c1トゲ/c0ねぇ。
8,,i can't abide them. they're just so/p5 tacky.,bin nicht besonders scharf auf die.,je ne les supporte pas. trop/p5 ringardes.,"no los soporto, son una/p5 horterada.",eu não suporto essas coisas tão/p5 cafonas.,терпеть их не могу.#они такие/p5 пошлые.,あれは苦手だよ。/p5なかなか取れないからね。
,,,,,,,,
9,,"you're not shock-proof, are you?","bist nicht zufällig schocksicher, oder?","tu n'es pas immunisé contre l'électrocution, hein ?","no tienes propiedades aislantes, ¿verdad?","você não é feito de material isolante, certo?",у тебя же нет защиты#от тока?,君は電気ショックに強くないんだろ？
9,,that's a shame. /p4might wanna stay away from the /c1electricity/c0 then.,schade. /p4bleibe in dem fall fern von der /c1elektrizität/c0.,"dommage. /p4évite /c1l'électricité/c0, dans ce cas.",qué lástima. /p4pues quizá te convendría alejarte de la /c1electricidad/c0.,que pena. /p4então talvez seja melhor ficar longe da /c1electricidade/c0.,жаль. /p4тогда советую#держаться подальше от#/c1электричества/c0.,それは残念だ。/p4それなら/c1電流/c0には近づかない方がいいぞ。
,,,,,,,,
10,,"i double/p2 - no, triple check all my wares to be /c1curse-free/c0.","ich garantiere, alle meine waren sind /c1fluch-frei/c0.",je vérifie/p2 toujours que mes articles sont /c1sans sort/c0.,siempre me fijo dos/p2 o tres veces en que mis productos /c1no tengan maldiciones/c0.,"eu sempre verifico duas/p2 - não, três vezes se todos os meus produtos não estão /c1amaldiçoados/c0.","я дважды/p2 — нет, трижды#проверяю, чтобы мой#товар был /c1без#проклятий/c0.",私は常に、売り物に/c1呪いがかかっていない/c0かどうか#2回…/p2いや、3回はチェックするようにしている。
10,,"if you find any, you can be assured,","wenn du also welche verfluchte waffen findest,","si tu en trouves un, je t'assure","si detectas alguna, puedes dar por hecho que","se você encontrar algo amaldiçoado, pode ter certeza,","если наткнёшься на#что-то такое, знай:",呪いがかかってたら、それはウチのじゃない。
10,,they're /c1not/c0 part of my stock.,"kannst du sicher sein, dass die /c1nicht/c0 von mir kommen.",que ce n'est /c1pas/c0 de mon stock.,/c1no/c0 son parte de mis existencias.,que /c1não/c0 são parte do meu estoque.,это /c1не/c0 мой товар.,うちの在庫にそんなのは/c1一切ない/c0。
10,,i'm /f1*bulletproof*/f0.,ich bin /f1*kugelsicher*/f0.,je suis /f1*super fiable*/f0.,soy /f1*infalible*/f0.,eu sou /f1*à prova de balas*/f0.,моя репутация#/f1*безупречна*/f0.,でも/f1苦情は受け付けないからね/f0。
,,,,,,,,
11,,"that masked creep just, materializes here at times, to ogle the goods.",dieser maskierte typ erscheint hier manchmal um die güter anzuglotzen.,ce tordu masqué se matérialise ici parfois et lorgne la marchandise.,ese enmascarado siniestro suele venir a fisgonear en la mercancía.,aquele mascarado sinistro se materializa aqui para bisbilhotar as mercadorias. ,этот жуткий тип в#маске иногда просто#материализуется здесь#и пялится на товар.,あの不気味な面がまえの奴は、時折ここに現れては物色してる。
11,,"if i'm especially /f1*lucky*/f0, he begins rattling off the local horror stories.","wenn ich besonders /f1*viel glück*/f0 habe, fängt er mit lokaler folklore an.","si j'ai de la /f1*chance*/f0, il débite les histoires d'horreur locales.","a veces, si estoy de /f1*suerte*/f0, me cuenta historias de terror locales.","se eu estiver com /f1*sorte*/f0, ele começa a contar histórias de terror locais.","если мне особенно#/f1*везёт*/f0, он начинает#травить местные#страшилки.",/f1*運がよければ*/f0、奴らの領域の怖い話をしてくれるかもね。
11,,apparently this place gets a lot of /c2unbidden guests/c0.,anscheinend gibt's hier oft viele /c2ungebetene gäste/c0.,apparemment cet endroit est bourré /c2d'invités indésirables/c0.,parece que este lugar recibe muchas /c2visitas inesperadas/c0.,parece que este lugar recebe muitas /c2visitas indesejadas/c0.,"похоже, сюда часто#заглядывают /c2незваные#гости/c0.",どうもここには、/c2招かれざる客/c0が#よく来るみたいだな。
11,,"you nonwithstanding, of course.",was uns natürlich nicht betrifft.,"à part toi, bien entendu.","no me refiero a ti, por supuesto.","não estou falando de você, é claro.","ты, конечно, не в#счёт.",もちろん君のことじゃないよ。
,,,,,,,,
14,,some /c1crazy ghosts/c0 are just way too far gone.,einige /c1irrgeister/c0 sind einfach zu weit weg vom fenster.,certains /c1fantômes fous/c0 sont juste irrécupérables.,algunos /c1fantasmas enajenados/c0 no tienen remedio.,alguns /c1fantasmas malucos/c0 já são causa perdida.,некоторые /c1безумные#призраки/c0 совсем#слетели с катушек.,/c1クレイジーゴースト/c0たちは、度が過ぎる。
14,,don't bother with them.,kümmere dich nicht um die.,ne fais pas gaffe à eux.,no te preocupes por ellos.,não se preocupe com eles.,не связывайся с ними.,なるべく干渉しないようにしよう。
14,,they take care of themselves.,das machen sie schon selber.,ils prennent soin d'eux-mêmes.,saben apañárselas.,eles sabem como sobreviver.,они сами себя угробят.,ほっときゃどうにかなる。
,,,,,,,,
15,,flying rhombus? what?,fliegender rombus? was?,un losange volant ? quoi ?,¿un rombo volante? ¿qué?,um losango voador? como assim?,летающий ромб? что?,あの空飛ぶひし形は何かって？
15,,"oh, a /c1seeker/c0.","oh, ein /c1sucher/c0.","oh, un /c1chercheur/c0.","ah, un /c1buscador/c0.","ah, um /c1buscador/c0.","а, это /c1искатель/c0.",/c1シーカー/c0だよ。
15,,"they're part of a strange, aggressive breed.","seltsame, aggressive teile.",c'est une espèce bizarre et agressive.,son una especie extraña y agresiva.,eles são uma espécie estranha e agressiva.,это весьма странная и#агрессивная порода.,彼らは攻撃的な種族だ。
15,,no concept of personal space.,ohne ein gefühl für die privatsphäre.,il ne sait pas ce qu'est l'espace personnel.,no saben guardar las distancias.,eles não sabem como manter distância.,понятие личного#пространства им#неведомо.,パーソナルスペースの概念を理解していない。
,,,,,,,,
16,,"/c1swarmers/c0 are parasitic clumps of nanomachines, as far as i can tell.",/c1schwärmer/c0 sind klumpen parasitischer nanomaschinen.,"les /c1bourdrones/c0 sont des grappes parasites de nanomachines, il me semble.",lo único que sé es que los /c1zánganos/c0 son cúmulos de nanomáquinas parásitas.,tudo o que sei é que os /c1enxamers/c0 são aglomerados parasitas de nanomáquinas.,"/c1роевики/c0 — это комки#наномашин-паразитов,#насколько я могу#судить.",/c1スウォーマー/c0は寄生虫みたいなナノマシンの#塊だ。
16,,disgusting.,wiederlich.,dégoûtant.,son repugnantes.,eles são nojentos.,мерзость.,気色悪い。
16,,"do me a solid, wipe out as many of them as you can.",tue mir einen gefallen. werde so viele von denen los wie du kannst.,"fais-moi plaisir, détruis-en le plus possible.",hazme un favor: liquida a tantos como puedas.,"faça-me um grande favor, elimine o maior número deles que puder.","сделай одолжение —#выкоси их столько,#сколько сможешь.",どうか、できるだけ多く始末してくれよ。
,,,,,,,,
17,,"ah,/p4 /c1blastcores/c0.","ah,/p4 /c1kraftkerne/c0.","ah, des /p4 /c1explocœurs/c0.","ah,/p4 los /c1núcleos explosivos/c0.","ah,/p4 /c1núcleos explosivos/c0.","а,/p4 /c1взрывоядра/c0.",あれは…/p4/c1ブラストコア/c0だ。
17,,cranky all the time.,immer in übler laune.,toujours grincheux.,siempre están de mal humor.,eles estão sempre de mau humor.,вечно на взводе.,連中はいつも不機嫌だ。
17,,"when one of them goes off, try to be somewhere else.","wenn einer von denen hochgeht, bist du hoffentlich woanders.",essaie d'être ailleurs quand ils explosent.,intenta no estar cerca cuando exploten.,é melhor não estar por perto quando eles explodirem.,когда такое рванёт —#лучше находись#где-нибудь в другом#месте.,爆発し始めたら、どこかに逃げた方がいい。
,,,,,,,,
18,,/c1chamberheads/c0 have a way of getting upfront and in your face.,/c1kammerhäupte/c0 finden immer einen weg dir in die quere zu kommen.,les /c1chambriers/c0 sont directs et bourrins.,a los /c1armatestas/c0 se les da bien lanzarse directos a por ti.,os /c1cararmadas/c0 costumam ir direto em sua direção.,/c1камерные головы/c0 любят#подбираться вплотную и#лезть в лицо.,/c1チェンバーヘッド/c0はやたらと前に出てくる。
18,,just look out for the uh.,"pass einfach nur auf das, uhh.","fais juste attention à, euh.",solo debes tener cuidado con la...,só tome cuidado com a...,просто следи за... эм.,気をつけな。
18,,/c2big glowy ominous red light./c0,"/c2großes rotes unheilvolles glühen/c0 auf, ok?",/c2la lumière rouge menaçante./c0,"/c2luz roja, intensa y siniestra/c0.",/c2grande luz vermelha sinistra e brilhante./c0,/c2здоровенным зловещим#красным свечением./c0,/c2不気味に光る赤い光だ。/c0
,,,,,,,,
19,,the big brainy thing is called a /c1'malice engine'/c0.,das große hirnartige ding hier wird als eine /c1'teufelsmaschine'/c0 bezeichnet.,le gros truc à cerveau s'appelle un /c1« engin de malice »/c0.,esa cosa con forma de cerebro gigante se llama /c1'motor de malicia'/c0.,essa coisa gigante em forma de cérebro é chamada de /c1'máquina maliciosa'/c0.,эта большая мозговитая#штуковина называется#/c1«машиной злобы»/c0.,でかい脳みそみたいなのは、/c1マリス・エンジン/c0と#呼ばれている。
19,,why?/n1/n1/p4dunno.,wieso?/n1/n1/p4keine ahnung.,pourquoi ?/n1/n1/p4aucune idée.,¿por qué?/n1/n1/p4ni idea.,por quê?/n1/n1/p4não faço ideia.,почему?/n1/n1/p4не знаю.,名前の由来は…/n1/n1/p4知らない。
19,,"for reference, the folks who built them are now wearing monitors for heads.","zur kenntniss, die leute die sie bauten tragen jetzt monitore statt ihrer köpfe.","pour l'anecdote, ses inventeurs ont maintenant un moniteur à la place de la tête.",lo que sé es que ahora sus creadores tienen monitores en lugar de cabezas.,saiba que as pessoas que os construíram agora têm monitores em vez de cabeças. ,"к слову, те, кто их#построил, теперь ходят#с мониторами вместо#голов.",これを作った連中は、みんな頭にモニターをつけているそうだ。
19,,yeeeeah...,yep...,voilà...,así es...,exaaaaaato...,дааааа...,そんなところかな…
19,,"anyway, it's practically helpless on its own.","auf jeden fall, das teil alleine ist dir hilfslos ausgeliefert.","bref, c'est presque inoffensif tout seul.","en cualquier caso, resulta prácticamente inofensivo por sí solo.","de qualquer forma, é praticamente indefeso quando está sozinho.","в общем, сама по себе#она почти безвредна.",それ自体はほとんど無力だ。
19,,instead/p4 it instills a /c2mad howling sense of vengeance/c0 in others.,statdessen/p4 ruft es in anderen eine art /c2unstillbarer durst nach rache/c0 hervor.,mais/p4 il provoque une /c2envie terrible de vengeance/c0 chez les autres.,"en cambio,/p4 infunde /c2unas ganas de venganza incontrolables/c0 en los demás.",por outro lado/p4 ele incita um /c2sentimento incontrolável de vingança/c0 nos outros.,"зато/p4 она пробуждает#/c2безумную, воющую жажду#мести/c0 в остальных.",そのかわり/p4他者に/c2強い復讐心/c0を植え付ける。
19,,just be careful of that.,du solltest wahrscheinlich darauf aufpassen.,fais attention à ça.,ten mucho ojo con eso.,apenas tome cuidado com isso.,просто будь с этим#осторожнее.,気をつけるんだな。
,,,,,,,,
20,,"/c1swarm hosts/c0 are like big, fleshly pinatas full of nanite pests.","/c1schwarmhosts/c0 sind wie große, geschwollene pinatas voller schwarmer.",les /c1hôtes d'essaim/c0 sont une sorte de piñata charnelle pleine de bourdrones. ,los /c1huéspedes de enjambre/c0 son como piñatas atiborradas de molestos nanobots.,os /c1hospedeiros de enxame/c0 são como grandes pinhatas recheadas de nanorrobôs irritantes.,"/c1носители роя/c0 — как#огромные мясные#пиньяты, набитые#нано-паразитами.",/c1スウォームホスト/c0は、有害なナノマシンで膨れ#上がったピニャータみたいなものだ。
20,,pop them open and you have a whole swarm of new troubles.,solltest du eins offenkriegen hast du ein haufen neuer probleme.,ouvre-les et tu auras un essaim de nouveaux soucis.,rómpelos y tendrás un nuevo enjambre de problemas.,abra-os e você terá um novo enxame de problemas.,"вскрой такого, и#получишь целый рой#новых проблем.",それを破裂させると、厄介なことになるぞ。
20,,/s1now pardon me while i shudder in disgust./s0,"/s1und jetzt gib mir bitte einen moment, ich muss mich vor scheue schaudern./s0","/s1excuse-moi, j'en frémis de révulsion./s0","/s1ahora, discúlpame mientras tiemblo de asco./s0",/s1agora me me dê uma licença enquanto estremeço de nojo./s0,"/s1уж прости, но меня аж#передёргивает от#отвращения./s0",/s1考えただけでブルブルしちゃうよ。/s0
,,,,,,,,
21,,"these ruins are full of lunatics, one way or another.","in diesen ruinen gehen wir alle langsam verrückt, auf die oder andere weise.",ces ruines débordent de tarés.,estas ruinas están repletas de lunáticos de toda índole.,"estas ruínas estão cheias de lunáticos, de todos os tipos.",эти руины так или#иначе забиты#сумасшедшими.,この廃墟はどこに行っても狂人だらけだ。
21,,and i have a sense that those /c1electromancers/c0 have been here longer than either of us.,"ich glaube , dass diese /c1elektromancer/c0 hier länger als jener von uns sind.",et j'ai l'impression que ces /c1électromanciens/c0 étaient ici bien avant toi ou moi.,y algo me dice que los /c1electromantes/c0 llevan aquí más tiempo que nosotros.,sinto que aqueles /c1eletromantes/c0 estão aqui há mais tempo do que todos. ,"и сдаётся мне, эти#/c1электроманты/c0 здесь#гораздо дольше, чем#любой из нас.",/c1エレクトロマンサー/c0どもは私たちより前からここにいるようだ。
21,,...,...,...,...,...,...,…
21,,approach them diagonally.,gehe an sie diagonal ran.,approche-toi en diagonale.,aproxímate a ellos en diagonal.,aproxime-se deles na diagonal.,подбирайся к ним по#диагонали.,…斜めから近づくことだね。
,,,,,,,,
23,,"i've got nothing against /c1fire/c0, but it's not exactly in short supply.","nichts gegen etwas /c1feuer/c0, aber ein großes bedarf daran gibt's hier auch nicht.","je n'ai rien contre le /c1feu/c0, mais on n'en manque pas vraiment.","no tengo nada en contra del /c1fuego/c0, pero no es que escasee precisamente.","não tenho nada contra o /c1fogo/c0, mas não é algo que eu diria ser escasso.","я ничего не имею#против /c1огня/c0, но здесь#с ним явного дефицита#нет.",c1炎/c0が嫌いなわけじゃないが、かと言ってそれが#もっと要るわけでもない。
,,,,,,,,
24,,"yikes,/p2 a /c1quadcore/c0?","oh mann,/p2 ein /c1quadcore/c0?","zut,/p2 un /c1quadcore/c0 ?","uf,/p2 ¿un /c1quadcore/c0?","caramba,/p2 um /c1quadcore/c0?","жуть,/p2 /c1квадроядро/c0?",うわぁ、/p2/c1クアドコア/c0か！
24,,afraid i don't have much to say about them.,habe leider nicht viel über die zu erzählen.,je n'ai pas grand-chose à dire à leur propos.,me temo que no hay mucho que decir sobre ellos.,receio não ter muito a dizer sobre eles.,"боюсь, мне особо#нечего о них сказать.",悪いけど、奴らについてはあまり知らない。
24,,they're what separates the wheat from the chaff.,betrachte die als dein erstes examen.,ils sont ce qui sépare le bon grain de l'ivraie.,enfrentarse a ellos marca la diferencia entre la mediocridad y la grandeza.,enfrentá-los é o que faz a diferença entre a mediocridade e a grandeza.,вот кто отделяет зёрна#от плевел.,最初の試練だと思ってくれ。
24,,you'll have to rely on your weapons and your skill.,du kannst dich nur auf deine waffe und dein können verlassen.,tu devras compter sur tes armes et ton talent.,tendrás que valerte de tus armas y tu habilidad.,você terá que confiar em suas armas e em sua habilidade.,тут уж полагайся на#свои пушки и навыки.,武器と己の実力に頼るしかない。
,,,,,,,,
25,,ever had the misfortune of the ambient fixture waking up and shooting at you?,kennst du das?/n1die wände werden lebendig und schiessen auf dich.,tu t'es déjà fait attaquer par le décor qui s'anime d'un coup ?,¿alguna vez algún elemento del entorno se ha activado y te ha disparado?,já teve o azar de estar num ambiente acordou e começou a atirar em você?,"когда-нибудь бывало#так, что элемент#декора оживал и#начинал по тебе#палить?",生きてるみたいな壁に攻撃されたことはないか？
25,,i've come to call those big blocks /c1'peaspitters'/c0.,ich nenne die inzwischen /c1'bohnenspucker'/c0.,j'ai décidé d'appeler ces gros blocs les /c1« sarbacanes »/c0.,he acabado llamando /c1'cerbatanas'/c0 a esos enormes bloques.,passei a chamar esses grandes blocos de /c1'cuspidores de grãos'/c0.,я прозвал эти#здоровенные блоки#/c1«горохострелами»/c0.,私はあの大きなブロックを/c1「豆とばし」/c0と呼ぶようになった。
25,,you might be able to tell why.,du weisst wahrscheinlich wieso.,tu comprendras peut-être pourquoi.,supongo que ya te imaginas el motivo.,acho que você pode imaginar o motivo.,"догадайся с трёх раз,#почему.",君なら分かってくれると思う。
,,,,,,,,
26,,i've been entertaining ways to use /c1voltcores/c0 to generate power.,"habe mir ein paar wege überlegt, wie man kraft aus den /c1voltkernen/c0 beziehen könnte.",je sais comment générer de l'électricité avec les /c1voltcœursc/0. ,he estado barajando formas de usar /c1núcleos voltaicos/c0 para generar energía.,tenho pensado em diferentes maneiras de usar /c1núcleos voltaicos/c0 para gerar energia.,"я тут прикидывал, как#бы приспособить#/c1вольтоядра/c0 как#источник питания.",/c1ボルトコア/c0で発電できないか模索しているんだ。
26,,"if only they were less /c2volatile/c0,/p2 /c2crazy/c0/p2 and /c2prone to explode in bouts of lightning/c0.",wären dir nur weniger /c2instabil/c0 oder /c2wahnsinnig/c0.,"dommage qu'ils soient /c2instables/c0,/p2 /c2fous/c0/p2 et /c2causent des explosions foudroyantes/c0. ","ojalá no fuesen tan /c2volátiles/c0,/p2 /c2ilegibles/c0/p2 y /c2propensos a estallidos eléctricos/c0. ","se ao menos eles fossem menos /c2voláteis/c0,/p2 /c2malucos/c0/p2 e /c2propensos a explodir em ataques de raios/c0.","если б только они не#были /c2нестабильными/c0,/p2#/c2безумными/c0/p2 и /c2не#взрывались бы снопами#молний/c0.",もっと/c2穏やか/c0で、/p2/c2狂って/c0なくて、#/p2/c2落雷で爆発/c0しなければいいんだけど。
26,,"yeah,/p4 if only.","oh ja,/p4 wenn nur.","en effet,/p4 c'est dommage.","ay,/p4 ojalá...","ah,/p4 como seria bom.","м-да,/p4 если бы.",まぁ、/p4無理なんだけどね。
,,,,,,,,
27,,/c1stormlashes/c0 have had training in the illustrious art of /c2aiming/c0.,die /c1sturmpeitscher/c0 haben die edle art des /c2zielens/c0 erlernt.,les /c1tourmenteurs/c0 sont formés dans l'art illustre de la /c2visée/c0.,los /c1azotes de tormenta/c0 son expertos en el distinguido arte del /c2apuntado/c0.,os /c1flagelos de tempestade/c0 têm ótimo treinamento na ilustre arte de /c2mirar/c0.,/c1штормовые хлысты/c0#хорошо обучены#благородному искусству#/c2прицеливания/c0.,/c1ストームラッシュ/c0は/c2狙撃/c0の訓練を受けている。
27,,approach them diagonally.,gehe an sie diagonal ran.,approche-toi en diagonale.,aproxímate a ellos en diagonal.,aproxime-se deles na diagonal.,подбирайся к ним по#диагонали.,斜めから近づくんだ。
27,,or horizontally!,oder horizontal!,ou à l'horizontale !,¡o en horizontal!,ou horizontalmente!,или горизонтально!,横からでもいい！
27,,"or anything really,/p4 they don't care. they'll see you coming.","oder was auch immer,/p4 ist denen egal, die merken's.","ou comme tu peux,/p4 ils s'en fichent. ils te verront venir.","o, en realidad,/p4 les da igual cómo te acerques, ya que siempre te verán venir.","ou como quiser,/p4 eles não se importam. eles verão você chegando.","да как угодно,/p4 им#плевать. они тебя всё#равно заметят.",いや、やっぱりどこからでもいい。/p4どっちみち、#君が近くにいればすぐに勘づかれるだろう。
,,,,,,,,
28,,always keep your eyes(?) on /c1reapers/c0.,halte die augen(?) immer auf wenn /c1todesmasken/c0 rum sind.,garde toujours les yeux (?) sur les /c1faucheurs/c0.,no les quites ojo (?) a los /c1segadores/c0.,nunca tire os olhos (?) dos /c1ceifadores/c0.,всегда не своди#глаз(?) с /c1жнецов/c0.,/c1リーパー/c0からは片時も目(?)を離すなよ。
28,,"one moment they're there, the other they're not...","ein moment sind sie da, der nächste sind sie schon weg...","un coup, ils sont là, et puis boum, ils ont disparu...",son un visto y no visto...,"num momento eles estão lá, no outro já desapareceram...","вот они здесь, а в#следующий миг — уже#нет...",そこにいると思っても、いつも間にか移動しているから…
,,,,,,,,
29,,generic free-form /c1jelly/c0...,"durchschnittliches, freiförmiges /c1gelee/c0...",une /c1gelée/c0 de forme libre générique...,/c1gelatina/c0 con forma genérica...,uma /c1jgeleia/c0 com forma genérica...,типичная бесформенная#/c1желешка/c0...,一般的な、グニャグニャの/c1ゼリー/c0だ…
29,,personally?/p4 not a fan.,ich persönlich?/p4 kein fan.,perso ?/p4 je ne suis pas fan.,¿mi opinión?/p4 no soy fan.,minha opinião?/p4 não sou fã.,лично я?/p4 не в#восторге.,個人的には/p4好きじゃない。
29,,cure with bullets.,hau die weg.,le remède ? des balles.,pero se soluciona a balazos.,use balas para se livrar dela.,лечится свинцом.,撃ち落とせ。
,,,,,,,,
30,,"ah, the /c1pollyp/c0.","ah, das /c1pollip/c0.","ah, le /c1polype/c0.","ajá, el /c1pólipo/c0.","ah, o /c1pólipo/c0.","ах да, /c1полип/c0.",ああ、/c1ポリープ/c0か。
30,,"well, you see.","nun, du weisst schon.","bon, tu vois.","bueno, verás...","bem, você vai ver.","ну, понимаешь.",あぁ、そうだね。
30,,"there's sewers down there, sometimes they overflow and clog up the upper floors.",die kanäle da unten werden manchmal überflutet und der ganze dreck geht hoch.,"parfois, les égouts en bas débordent et bouchent les étages supérieurs.","ahí abajo, hay cloacas que se desbordan y atascan los pisos superiores. ",lá embaixo há esgotos que às vezes transbordam e entope os andares superiores.,"там внизу коллекторы.#иногда их прорывает, и#дрянь затапливает#верхние уровни.",地下の下水道を詰まらせて、上層にあふれ出てくるんだ。
30,,and that is why we cannot have nice things. /p5shoot it until it dies.,und das ist der grund wieso alles immer so schlimm ist./p5 mache die fertig.,et c'est absolument répugnant. /p5dégomme-moi ça jusqu'à ce qu'il crève.,"y, como ves, el resultado no es nada agradable. /p5mátalo a tiros.",e é por isso que não há nada de bom aqui. /p5atire nele até que ele morra.,"вот почему у нас всё#через одно место.#/p5стреляй в него, пока#не сдохнет.",厄介者だから、/p5死ぬまで撃ってやれ。
30,,"actually,/p2 the process causes it to positively hemorrhage jellies.",die geben dabei haufenweise gelee von sich her.,"d'ailleurs,/p2 le processus le fait se vider de gelées.",aunque/p2 el proceso hará que expulse gelatinas a chorros.,"na verdade,/p2 esse processo causa uma dispersão de geleias.","вообще-то,/p2 когда ты в#него стреляешь, из#него так и прут#желешки.",それと、/p2撃ってるとゼリーが山ほど噴き出る。
30,,shoot them also.,du weisst was damit zu tun ist.,mitraille-les aussi.,acribíllalas también.,"você sabe, é só atirar nelas também.",в них тоже стреляй.,そいつらも撃て。
,,,,,,,,
